step,action,eef_pos,good,drop_pos
0,[ 0  0  0 -1],[ 0.1256614  -0.09487248  1.23591022],False,[0.01486438 0.21309071 1.0008621 ]
1,[ 0  0  0 -1],[ 0.12812004 -0.09540727  1.24221104],False,[0.01486438 0.21309071 1.0008621 ]
2,[ 0  0  0 -1],[ 0.13152138 -0.09593151  1.24604139],False,[0.01486438 0.21309071 1.0008621 ]
3,[ 0  0  0 -1],[ 0.13458908 -0.09639605  1.24886982],False,[0.01486438 0.21309071 1.0008621 ]
4,[ 0  0  0 -1],[ 0.1371686  -0.09680451  1.25112748],False,[0.01486438 0.21309071 1.0008621 ]
5,[ 0  0  0 -1],[ 0.1392456  -0.09716576  1.25294148],False,[0.01486438 0.21309071 1.0008621 ]
6,[ 0  0  0 -1],[ 0.14087966 -0.09746226  1.25442861],False,[0.01486438 0.21309071 1.0008621 ]
7,[ 0  0  0 -1],[ 0.14213241 -0.09769196  1.25559784],False,[0.01486438 0.21309071 1.0008621 ]
8,[ 0  0  0 -1],[ 0.14307241 -0.09785408  1.25647922],False,[0.01486438 0.21309071 1.0008621 ]
9,[ 0  0  0 -1],[ 0.14374662 -0.09797069  1.25712144],False,[0.01486438 0.21309071 1.0008621 ]
10,[ 0  0  0 -1],[ 0.14419473 -0.09805799  1.25755697],False,[0.01486438 0.21309071 1.0008621 ]
11,[ 0  0  0 -1],[ 0.14445976 -0.09812454  1.25782308],False,[0.01486438 0.21309071 1.0008621 ]
12,[ 0  0  0 -1],[ 0.14458175 -0.09817195  1.25795486],False,[0.01486438 0.21309071 1.0008621 ]
13,[ 0  0  0 -1],[ 0.14459596 -0.0982035   1.25798409],False,[0.01486438 0.21309071 1.0008621 ]
14,[ 0  0  0 -1],[ 0.14453287 -0.09822304  1.25793892],False,[0.01486438 0.21309071 1.0008621 ]
15,[ 0  0  0 -1],[ 0.14441835 -0.09823419  1.25784368],False,[0.01486438 0.21309071 1.0008621 ]
16,[ 0  0  0 -1],[ 0.14427388 -0.09824005  1.25771885],False,[0.01486438 0.21309071 1.0008621 ]
17,[ 0  0  0 -1],[ 0.14411681 -0.09824316  1.25758114],False,[0.01486438 0.21309071 1.0008621 ]
18,[ 0  0  0 -1],[ 0.14396072 -0.09824543  1.25744377],False,[0.01486438 0.21309071 1.0008621 ]
19,[ 0  0  0 -1],[ 0.14381582 -0.09824829  1.25731669],False,[0.01486438 0.21309071 1.0008621 ]
20,[ 0  0  0 -1],[ 0.14368939 -0.09825259  1.25720704],False,[0.01486438 0.21309071 1.0008621 ]
21,[ 0  0  0 -1],[ 0.14358684 -0.09825449  1.25711938],False,[0.01486438 0.21309071 1.0008621 ]
22,[ 0  0  0 -1],[ 0.14351105 -0.09825265  1.25705629],False,[0.01486438 0.21309071 1.0008621 ]
23,[ 0  0  0 -1],[ 0.14347284 -0.09825073  1.25701517],False,[0.01486438 0.21309071 1.0008621 ]
24,[ 0  0  0 -1],[ 0.14345807 -0.09825003  1.25699281],False,[0.01486438 0.21309071 1.0008621 ]
25,[ 0  0  0 -1],[ 0.14344769 -0.09824911  1.25697951],False,[0.01486438 0.21309071 1.0008621 ]
26,[ 0  0  0 -1],[ 0.14343871 -0.09824808  1.25696799],False,[0.01486438 0.21309071 1.0008621 ]
27,[ 0  0  0 -1],[ 0.1434309  -0.09824723  1.25695743],False,[0.01486438 0.21309071 1.0008621 ]
28,[ 0  0  0 -1],[ 0.14342448 -0.09824664  1.25694829],False,[0.01486438 0.21309071 1.0008621 ]
29,[ 0  0  0 -1],[ 0.14341928 -0.09824626  1.25694047],False,[0.01486438 0.21309071 1.0008621 ]
30,[ 0  0  0 -1],[ 0.14341508 -0.09824606  1.25693377],False,[0.01486438 0.21309071 1.0008621 ]
31,[ 0  0  0 -1],[ 0.14341168 -0.09824599  1.25692797],False,[0.01486438 0.21309071 1.0008621 ]
32,[ 0  0  0 -1],[ 0.14340894 -0.09824605  1.25692293],False,[0.01486438 0.21309071 1.0008621 ]
33,[ 0  0  0 -1],[ 0.14340673 -0.09824619  1.25691849],False,[0.01486438 0.21309071 1.0008621 ]
34,[ 0  0  0 -1],[ 0.14340494 -0.09824641  1.25691455],False,[0.01486438 0.21309071 1.0008621 ]
