step,action,eef_pos,good,drop_pos,success,failure
0,[-0.07181192  0.23692714 -0.16943605  1.        ],[ 0.04127753 -0.21585     1.01786434],True,[-0.0213203  -0.00135541  0.87      ],False,False
1,[-0.07008865  0.24016227 -0.16555864  1.        ],[ 0.04056944 -0.21707943  1.01626335],True,[-0.0213203  -0.00135541  0.87      ],False,False
2,[-0.06931036  0.2415895  -0.16380045  1.        ],[ 0.03998602 -0.21693726  1.01463458],True,[-0.0213203  -0.00135541  0.87      ],False,False
3,[-0.06894923  0.2424579  -0.16266582  1.        ],[ 0.03947554 -0.2158905   1.01297213],True,[-0.0213203  -0.00135541  0.87      ],False,False
4,[-0.06885614  0.24297812 -0.16192735  1.        ],[ 0.03896469 -0.21415923  1.01124495],True,[-0.0213203  -0.00135541  0.87      ],False,False
5,[-0.06891531  0.24326858 -0.16146541  1.        ],[ 0.03840129 -0.21191588  1.00943677],True,[-0.0213203  -0.00135541  0.87      ],False,False
6,[-0.06903987  0.24341394 -0.1611929   1.        ],[ 0.03776137 -0.20929494  1.00753677],True,[-0.0213203  -0.00135541  0.87      ],False,False
7,[-0.06917838  0.24347516 -0.16104098  1.        ],[ 0.03703845 -0.20640734  1.00554551],True,[-0.0213203  -0.00135541  0.87      ],False,False
8,[-0.06929998  0.24349553 -0.16095789  1.        ],[ 0.03623344 -0.20334058  1.00348271],True,[-0.0213203  -0.00135541  0.87      ],False,False
9,[-0.06938267  0.24349887 -0.16091721  1.        ],[ 0.03535442 -0.20016196  1.00136265],True,[-0.0213203  -0.00135541  0.87      ],False,False
10,[-0.06941657  0.2435031  -0.16089617  1.        ],[ 0.03441172 -0.19691894  0.99921023],True,[-0.0213203  -0.00135541  0.87      ],False,False
11,[-0.06939661  0.24351255 -0.16089049  1.        ],[ 0.03341713 -0.19364604  0.99703412],True,[-0.0213203  -0.00135541  0.87      ],False,False
12,[-0.06932459  0.2435348  -0.16088786  1.        ],[ 0.03238605 -0.19036614  0.9948368 ],True,[-0.0213203  -0.00135541  0.87      ],False,False
13,[-0.06921061  0.24357544 -0.16087541  1.        ],[ 0.0313323  -0.18709354  0.99262569],True,[-0.0213203  -0.00135541  0.87      ],False,False
14,[-0.06906483  0.24363419 -0.16084909  1.        ],[ 0.03026736 -0.18383643  0.99040813],True,[-0.0213203  -0.00135541  0.87      ],False,False
15,[-0.06889678  0.24370857 -0.16080847  1.        ],[ 0.02920034 -0.18059859  0.98819002],True,[-0.0213203  -0.00135541  0.87      ],False,False
16,[-0.06871501  0.24379537 -0.16075468  1.        ],[ 0.02813797 -0.17738078  0.98597561],True,[-0.0213203  -0.00135541  0.87      ],False,False
17,[-0.06852672  0.24389127 -0.16068956  1.        ],[ 0.02708489 -0.17418187  0.98376772],True,[-0.0213203  -0.00135541  0.87      ],False,False
18,[-0.06833757  0.24399329 -0.16061522  1.        ],[ 0.02604387 -0.17099965  0.98156793],True,[-0.0213203  -0.00135541  0.87      ],False,False
19,[-0.0681517   0.24409893 -0.16053367  1.        ],[ 0.02501623 -0.16783146  0.97937692],True,[-0.0213203  -0.00135541  0.87      ],False,False
20,[-0.06797177  0.24420627 -0.16044668  1.        ],[ 0.02400215 -0.16467454  0.97719464],True,[-0.0213203  -0.00135541  0.87      ],False,False
21,[-0.06779921  0.24431399 -0.16035567  1.        ],[ 0.02300098 -0.16152634  0.97502055],True,[-0.0213203  -0.00135541  0.87      ],False,False
22,[-0.06763441  0.24442132 -0.16026168  1.        ],[ 0.02201157 -0.1583846   0.97285386],True,[-0.0213203  -0.00135541  0.87      ],False,False
23,[-0.06747695  0.24452793 -0.16016539  1.        ],[ 0.02103246 -0.15524747  0.9706936 ],True,[-0.0213203  -0.00135541  0.87      ],False,False
24,[-0.06732588  0.24463387 -0.16006716  1.        ],[ 0.02006209 -0.15211346  0.96853877],True,[-0.0213203  -0.00135541  0.87      ],False,False
25,[-0.06717985  0.24473946 -0.15996707  1.        ],[ 0.01909894 -0.14898146  0.96638842],True,[-0.0213203  -0.00135541  0.87      ],False,False
26,[-0.06703734  0.2448452  -0.15986501  1.        ],[ 0.01814161 -0.14585066  0.96424169],True,[-0.0213203  -0.00135541  0.87      ],False,False
27,[-0.06689675  0.24495171 -0.1597607   1.        ],[ 0.01718885 -0.14272051  0.96209785],True,[-0.0213203  -0.00135541  0.87      ],False,False
28,[-0.06675651  0.24505968 -0.15965375  1.        ],[ 0.01623965 -0.13959069  0.9599563 ],True,[-0.0213203  -0.00135541  0.87      ],False,False
29,[-0.06661516  0.2451698  -0.1595437   1.        ],[ 0.01529318 -0.13646099  0.95781656],True,[-0.0213203  -0.00135541  0.87      ],False,False
30,[-0.06647138  0.24528274 -0.15943003  1.        ],[ 0.01434882 -0.13333138  0.95567831],True,[-0.0213203  -0.00135541  0.87      ],False,False
31,[-0.06632398  0.24539916 -0.15931222  1.        ],[ 0.01340613 -0.13020185  0.95354129],True,[-0.0213203  -0.00135541  0.87      ],False,False
32,[-0.06617196  0.24551966 -0.15918972  1.        ],[ 0.01246483 -0.12707248  0.95140539],True,[-0.0213203  -0.00135541  0.87      ],False,False
33,[-0.06601443  0.24564481 -0.15906201  1.        ],[ 0.01152476 -0.12394337  0.94927053],True,[-0.0213203  -0.00135541  0.87      ],False,False
34,[-0.06585066  0.24577513 -0.15892853  1.        ],[ 0.01058587 -0.12081461  0.94713672],True,[-0.0213203  -0.00135541  0.87      ],False,False
35,[-0.06568     0.24591111 -0.15878874  1.        ],[ 0.00964819 -0.11768633  0.94500402],True,[-0.0213203  -0.00135541  0.87      ],False,False
36,[-0.06550189  0.24605322 -0.15864209  1.        ],[ 0.00871181 -0.11455863  0.94287252],True,[-0.0213203  -0.00135541  0.87      ],False,False
37,[-0.06531583  0.24620192 -0.15848802  1.        ],[ 0.00777687 -0.1114316   0.94074234],True,[-0.0213203  -0.00135541  0.87      ],False,False
38,[-0.06512135  0.24635767 -0.15832595  1.        ],[ 0.00684353 -0.10830532  0.93861361],True,[-0.0213203  -0.00135541  0.87      ],False,False
39,[-0.06491799  0.24652094 -0.15815525  1.        ],[ 0.00591198 -0.10517986  0.93648648],True,[-0.0213203  -0.00135541  0.87      ],False,False
40,[-0.06470529  0.2466922  -0.15797527  1.        ],[ 0.00498242 -0.10205526  0.93436112],True,[-0.0213203  -0.00135541  0.87      ],False,False
41,[-0.06448277  0.24687197 -0.15778531  1.        ],[ 0.00405506 -0.09893156  0.93223771],True,[-0.0213203  -0.00135541  0.87      ],False,False
42,[-0.0642499   0.24706081 -0.1575846   1.        ],[ 0.00313012 -0.09580878  0.93011643],True,[-0.0213203  -0.00135541  0.87      ],False,False
43,[-0.06400612  0.24725931 -0.15737233  1.        ],[ 0.00220782 -0.09268692  0.92799747],True,[-0.0213203  -0.00135541  0.87      ],False,False
44,[-0.06375084  0.24746813 -0.15714756  1.        ],[ 0.0012884  -0.08956596  0.92588102],True,[-0.0213203  -0.00135541  0.87      ],False,False
45,[-0.06348337  0.24768797 -0.15690931  1.        ],[ 3.72097682e-04 -8.64458661e-02  9.23767308e-01],True,[-0.0213203  -0.00135541  0.87      ],False,False
46,[-0.06320298  0.24791962 -0.15665646  1.        ],[-5.40826122e-04 -8.33265970e-02  9.21656554e-01],True,[-0.0213203  -0.00135541  0.87      ],False,False
47,[-0.06290888  0.24816392 -0.15638779  1.        ],[-0.0014501  -0.08020808  0.919549  ],True,[-0.0213203  -0.00135541  0.87      ],False,False
48,[-0.06260018  0.24842183 -0.15610192  1.        ],[-0.00235543 -0.07709022  0.91744491],True,[-0.0213203  -0.00135541  0.87      ],False,False
49,[-0.06227593  0.24869438 -0.15579734  1.        ],[-0.00325651 -0.07397289  0.91534456],True,[-0.0213203  -0.00135541  0.87      ],False,False
50,[-0.06193509  0.24898271 -0.15547235  1.        ],[-0.00415301 -0.07085596  0.91324825],True,[-0.0213203  -0.00135541  0.87      ],False,False
51,[-0.06157652  0.2492881  -0.15512503  1.        ],[-0.00504455 -0.06773924  0.91115632],True,[-0.0213203  -0.00135541  0.87      ],False,False
52,[-0.06119896  0.24961196 -0.15475321  1.        ],[-0.00593076 -0.06462251  0.90906913],True,[-0.0213203  -0.00135541  0.87      ],False,False
53,[-0.06080103  0.24995587 -0.15435445  1.        ],[-0.00681122 -0.06150553  0.90698707],True,[-0.0213203  -0.00135541  0.87      ],False,False
54,[-0.0603812   0.25032163 -0.15392592  1.        ],[-0.00768548 -0.05838799  0.90491056],True,[-0.0213203  -0.00135541  0.87      ],False,False
55,[-0.05993774  0.25071128 -0.1534644   1.        ],[-0.00855306 -0.05526954  0.90284007],True,[-0.0213203  -0.00135541  0.87      ],False,False
56,[-0.05946867  0.25112716 -0.15296609  1.        ],[-0.00941345 -0.05214978  0.90077612],True,[-0.0213203  -0.00135541  0.87      ],False,False
57,[-0.0589717   0.25157202 -0.15242656  1.        ],[-0.01026611 -0.04902824  0.89871928],True,[-0.0213203  -0.00135541  0.87      ],False,False
58,[-0.05844415  0.25204909 -0.15184051  1.        ],[-0.01111047 -0.0459044   0.89667016],True,[-0.0213203  -0.00135541  0.87      ],False,False
59,[-0.05788274  0.25256225 -0.15120151  1.        ],[-0.01194591 -0.04277764  0.89462946],True,[-0.0213203  -0.00135541  0.87      ],False,False
60,[-0.05728348  0.25311626 -0.1505017   1.        ],[-0.0127718  -0.03964729  0.89259797],True,[-0.0213203  -0.00135541  0.87      ],False,False
61,[-0.05664128  0.25371704 -0.1497312   1.        ],[-0.01358743 -0.03651256  0.89057656],True,[-0.0213203  -0.00135541  0.87      ],False,False
62,[-0.05594955  0.25437214 -0.14887734  1.        ],[-0.01439208 -0.03337258  0.88856625],True,[-0.0213203  -0.00135541  0.87      ],False,False
63,[-0.05519946  0.25509146 -0.14792352  1.        ],[-0.01518494 -0.03022632  0.88656822],True,[-0.0213203  -0.00135541  0.87      ],False,False
64,[ 0  0  0 -1],[-0.01571876 -0.02835695  0.88543764],True,[-0.0213203  -0.00135541  0.87      ],True,False
65,[ 0  0  0 -1],[-0.01611579 -0.02731985  0.88503977],True,[-0.0213203  -0.00135541  0.87      ],True,False
66,[ 0  0  0 -1],[-0.01645894 -0.02644876  0.88480324],True,[-0.0213203  -0.00135541  0.87      ],True,False
67,[ 0  0  0 -1],[-0.01672878 -0.0257335   0.88463303],True,[-0.0213203  -0.00135541  0.87      ],True,False
68,[ 0  0  0 -1],[-0.01692147 -0.02516402  0.88450957],True,[-0.0213203  -0.00135541  0.87      ],True,False
69,[ 0  0  0 -1],[-0.01703887 -0.02472655  0.88442469],True,[-0.0213203  -0.00135541  0.87      ],True,False
70,[ 0  0  0 -1],[-0.01709393 -0.02440405  0.8843827 ],True,[-0.0213203  -0.00135541  0.87      ],True,False
71,[ 0  0  0 -1],[-0.01713094 -0.02418008  0.88435918],True,[-0.0213203  -0.00135541  0.87      ],True,False
72,[ 0  0  0 -1],[-0.01716903 -0.02403547  0.88433771],True,[-0.0213203  -0.00135541  0.87      ],True,False
73,[ 0  0  0 -1],[-0.01720181 -0.02394271  0.88431991],True,[-0.0213203  -0.00135541  0.87      ],True,False
74,[ 0  0  0 -1],[-0.01722828 -0.02388557  0.88430581],True,[-0.0213203  -0.00135541  0.87      ],True,False
75,[ 0  0  0 -1],[-0.01724926 -0.02385315  0.8842948 ],True,[-0.0213203  -0.00135541  0.87      ],True,False
76,[ 0  0  0 -1],[-0.01726584 -0.02383757  0.88428621],True,[-0.0213203  -0.00135541  0.87      ],True,False
77,[ 0  0  0 -1],[-0.01727899 -0.02383317  0.88427948],True,[-0.0213203  -0.00135541  0.87      ],True,False
78,[ 0  0  0 -1],[-0.0172895  -0.02383595  0.88427417],True,[-0.0213203  -0.00135541  0.87      ],True,False
79,[ 0  0  0 -1],[-0.01729797 -0.02384313  0.88426995],True,[-0.0213203  -0.00135541  0.87      ],True,False
80,[ 0  0  0 -1],[-0.01730485 -0.02385273  0.88426655],True,[-0.0213203  -0.00135541  0.87      ],True,False
81,[ 0  0  0 -1],[-0.01731051 -0.02386343  0.8842638 ],True,[-0.0213203  -0.00135541  0.87      ],True,False
82,[ 0  0  0 -1],[-0.01731521 -0.02387431  0.88426153],True,[-0.0213203  -0.00135541  0.87      ],True,False
83,[ 0  0  0 -1],[-0.01731915 -0.02388476  0.88425963],True,[-0.0213203  -0.00135541  0.87      ],True,False
84,[ 0  0  0 -1],[-0.01732252 -0.02389442  0.88425801],True,[-0.0213203  -0.00135541  0.87      ],True,False
85,[ 0  0  0 -1],[-0.01732565 -0.02390304  0.88425651],True,[-0.0213203  -0.00135541  0.87      ],True,False
86,[ 0  0  0 -1],[-0.01732868 -0.02391051  0.88425505],True,[-0.0213203  -0.00135541  0.87      ],True,False
87,[ 0  0  0 -1],[-0.01733163 -0.02391683  0.88425364],True,[-0.0213203  -0.00135541  0.87      ],True,False
88,[ 0  0  0 -1],[-0.01733449 -0.02392201  0.88425226],True,[-0.0213203  -0.00135541  0.87      ],True,False
89,[ 0  0  0 -1],[-0.01733724 -0.0239254   0.8842509 ],True,[-0.0213203  -0.00135541  0.87      ],True,False
90,[ 0  0  0 -1],[-0.01733988 -0.02392705  0.88424956],True,[-0.0213203  -0.00135541  0.87      ],True,False
91,[ 0  0  0 -1],[-0.01734244 -0.02392761  0.88424824],True,[-0.0213203  -0.00135541  0.87      ],True,False
92,[ 0  0  0 -1],[-0.01734494 -0.02392745  0.88424693],True,[-0.0213203  -0.00135541  0.87      ],True,False
93,[ 0  0  0 -1],[-0.01734739 -0.02392687  0.88424563],True,[-0.0213203  -0.00135541  0.87      ],True,False
94,[ 0  0  0 -1],[-0.01734979 -0.02392609  0.88424435],True,[-0.0213203  -0.00135541  0.87      ],True,False
95,[ 0  0  0 -1],[-0.01735217 -0.02392522  0.88424309],True,[-0.0213203  -0.00135541  0.87      ],True,False
96,[ 0  0  0 -1],[-0.01735451 -0.02392435  0.88424184],True,[-0.0213203  -0.00135541  0.87      ],True,False
97,[ 0  0  0 -1],[-0.01735683 -0.02392352  0.8842406 ],True,[-0.0213203  -0.00135541  0.87      ],True,False
98,[ 0  0  0 -1],[-0.01735912 -0.02392273  0.88423938],True,[-0.0213203  -0.00135541  0.87      ],True,False
